"","GeneID","Symbol","Description","Synonyms","GeneType","EnsemblGeneID","Status","ChrAcc","ChrStart","ChrStop","Orientation","Length","GOFunctionID","GOProcessID","GOComponentID","GOFunction","GOProcess","GOComponent"
"SCN1B",6324,"SCN1B","sodium voltage-gated channel beta subunit 1","ATFB13|BRGDA5|DEE52|EIEE52|GEFSP1","protein-coding","ENSG00000105711","active","NC_000019.10","35030470","35040449","positive",6157,"GO:0005244///GO:0005248///GO:0005515///GO:0017080///GO:0019871///GO:0044325///GO:0086006///GO:0086062","GO:0007155///GO:0007411///GO:0010765///GO:0010976///GO:0019227///GO:0021966///GO:0035725///GO:0040011///GO:0051899///GO:0060048///GO:0060307///GO:0060371///GO:0061337///GO:0086002///GO:0086012///GO:0086047///GO:0086091///GO:2000649","GO:0001518///GO:0005576///GO:0005886///GO:0014704///GO:0030315///GO:0033268///GO:0043204","voltage-gated ion channel activity///voltage-gated sodium channel activity///protein binding///sodium channel regulator activity///sodium channel inhibitor activity///transmembrane transporter binding///voltage-gated sodium channel activity involved in cardiac muscle cell action potential///voltage-gated sodium channel activity involved in Purkinje myocyte action potential","cell adhesion///axon guidance///positive regulation of sodium ion transport///positive regulation of neuron projection development///neuronal action potential propagation///corticospinal neuron axon guidance///sodium ion transmembrane transport///locomotion///membrane depolarization///cardiac muscle contraction///regulation of ventricular cardiac muscle cell membrane repolarization///regulation of atrial cardiac muscle cell membrane depolarization///cardiac conduction///cardiac muscle cell action potential involved in contraction///membrane depolarization during cardiac muscle cell action potential///membrane depolarization during Purkinje myocyte cell action potential///regulation of heart rate by cardiac conduction///regulation of sodium ion transmembrane transporter activity","voltage-gated sodium channel complex///extracellular region///plasma membrane///intercalated disc///T-tubule///node of Ranvier///perikaryon"
"HPN",3249,"HPN","hepsin","TMPRSS1","protein-coding","ENSG00000105707","active","NC_000019.10","35040506","35066573","positive",2662,"GO:0004252///GO:0005515///GO:0008233///GO:0008236///GO:0070008","GO:0006508///GO:0008360///GO:0010628///GO:0010719///GO:0010756///GO:0030307///GO:0034769///GO:0043066///GO:0043923///GO:0050680///GO:0050910///GO:0071805///GO:0090103///GO:0097066///GO:0097195///GO:2000347///GO:2000611","GO:0005789///GO:0005886///GO:0005911///GO:0009986///GO:0016020///GO:0016324///GO:0031965///GO:0043025///GO:0070062","serine-type endopeptidase activity///protein binding///peptidase activity///serine-type peptidase activity///serine-type exopeptidase activity","proteolysis///regulation of cell shape///positive regulation of gene expression///negative regulation of epithelial to mesenchymal transition///positive regulation of plasminogen activation///positive regulation of cell growth///basement membrane disassembly///negative regulation of apoptotic process///positive regulation by host of viral transcription///negative regulation of epithelial cell proliferation///detection of mechanical stimulus involved in sensory perception of sound///potassium ion transmembrane transport///cochlea morphogenesis///response to thyroid hormone///pilomotor reflex///positive regulation of hepatocyte proliferation///positive regulation of thyroid hormone generation","endoplasmic reticulum membrane///plasma membrane///cell-cell junction///cell surface///membrane///apical plasma membrane///nuclear membrane///neuronal cell body///extracellular exosome"
"FXYD5",53827,"FXYD5","FXYD domain containing ion transport regulator 5","DYSAD|HSPC113|IWU1|KCT1|OIT2|PRO6241|RIC","protein-coding","ENSG00000089327","active","NC_000019.10","35154735","35169881","positive",1722,"GO:0003779///GO:0005515///GO:0017080///GO:0045296///GO:0099106","GO:0006811///GO:0030033///GO:0043269///GO:0046588///GO:2000649","GO:0016020","actin binding///protein binding///sodium channel regulator activity///cadherin binding///ion channel regulator activity","ion transport///microvillus assembly///regulation of ion transport///negative regulation of calcium-dependent cell-cell adhesion///regulation of sodium ion transmembrane transporter activity","membrane"
"LSR",51599,"LSR","lipolysis stimulated lipoprotein receptor","ILDR3|LISCH7","protein-coding","ENSG00000105699","active","NC_000019.10","35248656","35267964","positive",2278,"","GO:0001889///GO:0010669///GO:0035633///GO:0060856///GO:0061436///GO:0061833///GO:1904274","GO:0005886///GO:0005923///GO:0016020///GO:0034361///GO:0034362///GO:0042627///GO:0061689///GO:0070062///GO:0070160","","liver development///epithelial structure maintenance///maintenance of blood-brain barrier///establishment of blood-brain barrier///establishment of skin barrier///protein localization to tricellular tight junction///tricellular tight junction assembly","plasma membrane///bicellular tight junction///membrane///very-low-density lipoprotein particle///low-density lipoprotein particle///chylomicron///tricellular tight junction///extracellular exosome///tight junction"
"USF2",7392,"USF2","upstream transcription factor 2, c-fos interacting","FIP|bHLHb12","protein-coding","ENSG00000105698","active","NC_000019.10","35268962","35279821","positive",4493,"GO:0000978///GO:0000981///GO:0003700///GO:0005515///GO:0042803///GO:0043425///GO:0043565///GO:0046982///GO:1990837","GO:0000430///GO:0000432///GO:0006357///GO:0007595///GO:0019086///GO:0045944///GO:0055088","GO:0000785///GO:0005634///GO:0005654///GO:0043231","RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription factor activity///protein binding///protein homodimerization activity///bHLH transcription factor binding///sequence-specific DNA binding///protein heterodimerization activity///sequence-specific double-stranded DNA binding","regulation of transcription from RNA polymerase II promoter by glucose///positive regulation of transcription from RNA polymerase II promoter by glucose///regulation of transcription by RNA polymerase II///lactation///late viral transcription///positive regulation of transcription by RNA polymerase II///lipid homeostasis","chromatin///nucleus///nucleoplasm///intracellular membrane-bounded organelle"
"HAMP",57817,"HAMP","hepcidin antimicrobial peptide","HEPC|HFE2B|LEAP1|PLTR","protein-coding","ENSG00000105697","active","NC_000019.10","35282528","35285143","positive",406,"GO:0005179///GO:0005507","GO:0000122///GO:0002262///GO:0006366///GO:0006879///GO:0006953///GO:0006955///GO:0007259///GO:0007568///GO:0010039///GO:0010043///GO:0030163///GO:0031640///GO:0033189///GO:0034755///GO:0034760///GO:0036017///GO:0042116///GO:0042742///GO:0043032///GO:0045471///GO:0045732///GO:0045779///GO:0045944///GO:0050728///GO:0050832///GO:0051649///GO:0060586///GO:0061051///GO:0071222///GO:0071354///GO:0071356///GO:0071481///GO:0097421///GO:1903413///GO:1904479///GO:1990641","GO:0005576///GO:0005615///GO:0005634///GO:0014704///GO:0045179","hormone activity///copper ion binding","negative regulation of transcription by RNA polymerase II///myeloid cell homeostasis///transcription by RNA polymerase II///cellular iron ion homeostasis///acute-phase response///immune response///receptor signaling pathway via JAK-STAT///aging///response to iron ion///response to zinc ion///protein catabolic process///killing of cells of another organism///response to vitamin A///iron ion transmembrane transport///negative regulation of iron ion transmembrane transport///response to erythropoietin///macrophage activation///defense response to bacterium///positive regulation of macrophage activation///response to ethanol///positive regulation of protein catabolic process///negative regulation of bone resorption///positive regulation of transcription by RNA polymerase II///negative regulation of inflammatory response///defense response to fungus///establishment of localization in cell///multicellular organismal iron ion homeostasis///positive regulation of cell growth involved in cardiac muscle cell development///cellular response to lipopolysaccharide///cellular response to interleukin-6///cellular response to tumor necrosis factor///cellular response to X-ray///liver regeneration///cellular response to bile acid///negative regulation of intestinal absorption///response to iron ion starvation","extracellular region///extracellular space///nucleus///intercalated disc///apical cortex"
"CD22",933,"CD22","CD22 molecule","SIGLEC-2|SIGLEC2","protein-coding","ENSG00000012124","active","NC_000019.10","35329169","35347361","positive",3292,"GO:0001791///GO:0005102///GO:0005515///GO:0019903///GO:0030246///GO:0033691///GO:0042609","GO:0002638///GO:0007155///GO:0030100///GO:0030888///GO:0042113///GO:0050776///GO:0050849///GO:0050859","GO:0005737///GO:0005769///GO:0005886///GO:0009897///GO:0009986///GO:0016020///GO:0032809///GO:0055037///GO:0070062","IgM binding///signaling receptor binding///protein binding///protein phosphatase binding///carbohydrate binding///sialic acid binding///CD4 receptor binding","negative regulation of immunoglobulin production///cell adhesion///regulation of endocytosis///regulation of B cell proliferation///B cell activation///regulation of immune response///negative regulation of calcium-mediated signaling///negative regulation of B cell receptor signaling pathway","cytoplasm///early endosome///plasma membrane///external side of plasma membrane///cell surface///membrane///neuronal cell body membrane///recycling endosome///extracellular exosome"
"FFAR3",2865,"FFAR3","free fatty acid receptor 3","FFA3R|GPR41|GPR42","protein-coding","ENSG00000185897","active","NC_000019.10","35358106","35360491","positive",2156,"GO:0004930///GO:0005515///GO:0008289","GO:0002385///GO:0002720///GO:0002879///GO:0006954///GO:0007186///GO:0007193///GO:0014061///GO:0032722///GO:0045776///GO:0046626///GO:0046885///GO:0071398///GO:0090276","GO:0005886","G protein-coupled receptor activity///protein binding///lipid binding","mucosal immune response///positive regulation of cytokine production involved in immune response///positive regulation of acute inflammatory response to non-antigenic stimulus///inflammatory response///G protein-coupled receptor signaling pathway///adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway///regulation of norepinephrine secretion///positive regulation of chemokine production///negative regulation of blood pressure///regulation of insulin receptor signaling pathway///regulation of hormone biosynthetic process///cellular response to fatty acid///regulation of peptide hormone secretion","plasma membrane"
"GPR42",2866,"GPR42","G protein-coupled receptor 42","FFAR1L|FFAR3L|GPR41L|GPR42P","protein-coding","ENSG00000126251","active","NC_000019.10","35371095","35372453","positive",1129,"GO:0004930///GO:0005515","GO:0007186","GO:0005886","G protein-coupled receptor activity///protein binding","G protein-coupled receptor signaling pathway","plasma membrane"
"FFAR2",2867,"FFAR2","free fatty acid receptor 2","FFA2R|GPR43","protein-coding","ENSG00000126262","active","NC_000019.10","35448257","35451767","positive",2473,"GO:0004930///GO:0005515///GO:0008289","GO:0002232///GO:0002385///GO:0002673///GO:0002720///GO:0002752///GO:0002879///GO:0007186///GO:0019915///GO:0032722///GO:0032757///GO:0042593///GO:0045444///GO:0071398///GO:0090276","GO:0005886///GO:0042995","G protein-coupled receptor activity///protein binding///lipid binding","leukocyte chemotaxis involved in inflammatory response///mucosal immune response///regulation of acute inflammatory response///positive regulation of cytokine production involved in immune response///cell surface pattern recognition receptor signaling pathway///positive regulation of acute inflammatory response to non-antigenic stimulus///G protein-coupled receptor signaling pathway///lipid storage///positive regulation of chemokine production///positive regulation of interleukin-8 production///glucose homeostasis///fat cell differentiation///cellular response to fatty acid///regulation of peptide hormone secretion","plasma membrane///cell projection"
"SBSN",374897,"SBSN","suprabasin","UNQ698","protein-coding","ENSG00000189001","active","NC_000019.10","35523367","35528371","negative",2006,"GO:0003674","GO:0008150","GO:0070062","molecular_function","biological_process","extracellular exosome"
"TMEM147-AS1",100506469,"TMEM147-AS1","TMEM147 antisense RNA 1","","ncRNA","ENSG00000236144","active","NC_000019.10","35540738","35546029","negative",1627,"","","","","",""
"TMEM147",10430,"TMEM147","transmembrane protein 147","NEDFLPH|NIFIE14","protein-coding","ENSG00000105677","active","NC_000019.10","35545626","35547526","positive",939,"GO:0005515///GO:0043022","","GO:0005789///GO:0005886///GO:0032991","protein binding///ribosome binding","","endoplasmic reticulum membrane///plasma membrane///protein-containing complex"
"HAUS5",23354,"HAUS5","HAUS augmin like complex subunit 5","KIAA0841|dgt5","protein-coding","ENSG00000249115","active","NC_000019.10","35612735","35625355","positive",4717,"GO:0003674///GO:0005515","GO:0007098///GO:0051225///GO:0051301","GO:0005813///GO:0005829///GO:0070652///GO:1990498","molecular_function///protein binding","centrosome cycle///spindle assembly///cell division","centrosome///cytosol///HAUS complex///mitotic spindle microtubule"
"RBM42",79171,"RBM42","RNA binding motif protein 42","","protein-coding","ENSG00000126254","active","NC_000019.10","35629016","35637686","positive",1713,"GO:0003723///GO:0005515","GO:0000398///GO:0048025","GO:0005634///GO:0005654///GO:0005737///GO:0046540///GO:1990904","RNA binding///protein binding","mRNA splicing, via spliceosome///negative regulation of mRNA splicing, via spliceosome","nucleus///nucleoplasm///cytoplasm///U4/U6 x U5 tri-snRNP complex///ribonucleoprotein complex"
"COX6B1",1340,"COX6B1","cytochrome c oxidase subunit 6B1","COX6B|COXG|COXVIb1|MC4DN7","protein-coding","ENSG00000126267","active","NC_000019.10","35648323","35658782","positive",488,"GO:0004129","GO:0006123///GO:0021762///GO:0045333///GO:1902600","GO:0005739///GO:0005743///GO:0005751///GO:0045277","cytochrome-c oxidase activity","mitochondrial electron transport, cytochrome c to oxygen///substantia nigra development///cellular respiration///proton transmembrane transport","mitochondrion///mitochondrial inner membrane///mitochondrial respiratory chain complex IV///respiratory chain complex IV"
